,active_installs,cloud_avg_price,cloud_max_price,cloud_min_price,cloud_review_rate1,cloud_review_rate2,cloud_review_rate3,cloud_review_rate4,cloud_review_rate5,delta_installs,deployment_cloud,deployment_data_center,deployment_server,description,downloads,is_top_vendor,is_vendor_atlasian,license,market_name,marketplace_type,plugin_system_version,rating_num,rating_score,rating_stars,release_date,vendor_name,version,version_build_number,server_avg_price,server_max_price,server_min_price,server_review_rate1,server_review_rate2,server_review_rate3,server_review_rate4,server_review_rate5,dataCenter_avg_price,dataCenter_max_price,dataCenter_min_price,dataCenter_review_rate1,dataCenter_review_rate2,dataCenter_review_rate3,dataCenter_review_rate4,dataCenter_review_rate5
238,1.0,4190.0,11000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Automatically add your issues to future sprints according to the team velocity and sprint future Velocity in one click,11.0,0.0,0.0,commercial,Sprints Instant Scheduling,Paid via Atlassian,Three,0.0,0.0,0.0,1602485698030.0,Add-On Experts Center,1.1.0-AC,1001000.0,946.0,2300.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
239,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,"Add worklog via calendar, import issues, export Timesheet, Sprint, Estimate and custom reports / chart via Report Builder for free",0.0,0.0,0.0,gpl,JAssistant,Free,None,4.0,2.208993904840618,4.0,1577131895011.0,Shridhar TL,0.93,931225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
240,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Manage your charity tasks in Jira easily,0.0,0.0,0.0,commercial-free,U-Pledge,Free,Three,0.0,0.0,0.0,1595835533679.0,Everit Kft.,1.0.0-AC,1000000.0,,,,,,,,,,,,,,,,
241,0.0,,,,,,,,,0.0,0.0,0.0,1.0,Simple Windows desktop app for time tracking (worklog posting) using issue info from browser,710.0,0.0,0.0,commercial,Time Logger for Jira,Paid via Vendor,None,2.0,1.107610241629957,2.0,1392595200000.0,Kvipu,1.0.9,100000900.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,,,,,,,,
242,0.0,,,,,,,,,0.0,0.0,0.0,1.0,"Time tracking platform with proof of work that supports Mac, Windows, Linux, Android, iOS, Chromebook and Chrome browser",0.0,0.0,0.0,commercial,Hubstaff,Paid via Vendor,None,0.0,0.0,0.0,1434499200000.0,Hubstaff,1.1.6,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
243,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Export Jira data to Excel - Combine the power of Jira with the flexibility of Excel,1692.0,0.0,1.0,commercial-free,Jira Cloud for Excel (official),Free,None,3.0,1.247779919035435,2.333333253860474,1573061465316.0,Atlassian,1.0,1000000.0,,,,,,,,,,,,,,,,
244,0.0,,,,,,,,,0.0,0.0,0.0,1.0,Expertly automated timekeeping that doesn’t interrupt your workflow,0.0,0.0,0.0,commercial,WiseTime Autonomous Timekeeper - Server,Paid via Vendor,None,0.0,0.0,0.0,1580308949389.0,WiseTime,1.0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Desktop app for tracking worklogs in Jira,1.0,0.0,0.0,asl,WT4 - Worklog tracker for Jira,Free,None,0.0,0.0,0.0,1585057811467.0,Marius Merkevičius,1.8.0,1008001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"Tima is the solution for all your day2day Jira needs when you’re on the road: track time, log work and view reports",0.0,0.0,0.0,commercial-free,Tima - Track Time & Log Work in Jira,Free,None,0.0,0.0,0.0,1594289566075.0,FELGO GmbH,1.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Don't waste time adding Worklogs,0.0,0.0,0.0,gpl,CLI for developer worklog tracking,Free,None,0.0,0.0,0.0,1603287114635.0,Ruairi O'Donnell,0.01,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Easy-to-use automatic time tracking software for Jira,0.0,0.0,0.0,commercial-free,Time Tracking for Jira with Monitask,Free,None,0.0,0.0,0.0,1604652901643.0,"FEST Technologies, LLC",1.0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Turn story points into time estimates and notify the team when work won't be done on time. See where you're overestimating,0.0,0.0,0.0,commercial,Comb helps teams ship software on time,Paid via Vendor,None,0.0,0.0,0.0,1566955002000.0,Comb,1.0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
