,active_installs,cloud_avg_price,cloud_max_price,cloud_min_price,cloud_review_rate1,cloud_review_rate2,cloud_review_rate3,cloud_review_rate4,cloud_review_rate5,delta_installs,deployment_cloud,deployment_data_center,deployment_server,description,downloads,is_top_vendor,is_vendor_atlasian,license,market_name,marketplace_type,plugin_system_version,rating_num,rating_score,rating_stars,release_date,vendor_name,version,version_build_number,server_avg_price,server_max_price,server_min_price,server_review_rate1,server_review_rate2,server_review_rate3,server_review_rate4,server_review_rate5,dataCenter_avg_price,dataCenter_max_price,dataCenter_min_price,dataCenter_review_rate1,dataCenter_review_rate2,dataCenter_review_rate3,dataCenter_review_rate4,dataCenter_review_rate5
167,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Track time directly from your Jira Issues,2.0,0.0,0.0,commercial-free,TimeChimp Time Tracking,Free,Three,4.0,1.60379972774092,3.0,1507729463143.0,TimeChimp,1.0.3-AC,1000003.0,,,,,,,,,,,,,,,,
168,9.0,5361.0,12350.0,10.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Simplify cross-project sprint planning with a holistic view of people's commitments and NO configuration required,0.0,0.0,0.0,atlassian-closed-source,Visual Sprint Planning,Paid via Atlassian,Three,1.0,1.220365074374526,3.0,1592293955857.0,Timone,2.0.1-AC,2000001.0,,,,,,,,,,,,,,,,
169,8.0,,,,,,,,,0.0,0.0,0.0,1.0,The ultimate user progress gadget based on estimations,105.0,0.0,0.0,commercial,Progress Highlighting for Jira,Paid via Atlassian,Two,1.0,1.475529529535195,4.0,1512652380937.0,ADWEB Software,8.0.0,800000000.0,127.0,250.0,50.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,
170,52.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,Track time in Quidlo Timesheets straight from your issues in Jira. Sync your records across all your devices,1.0,0.0,0.0,atlassian-closed-source,Quidlo Timesheets for Jira,Free,Three,2.0,1.796968276959556,4.0,1561982028438.0,Quidlo,1.0.0-AC,1000000.0,,,,,,,,,,,,,,,,
171,31.0,11834.0,33175.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Release management planning and Time Tracking of Team members,103.0,0.0,0.0,atlassian-closed-source,Release Board Hub,Paid via Atlassian,Three,0.0,0.0,0.0,1552296450431.0,Greenyloop,1.1.3-AC,1001003.0,1047.0,2640.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
172,56.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,"Timetracking, Team Planning, Controlling, HR Management",133.0,0.0,0.0,commercial-free,CoffeeCup App,Free,Two,4.0,1.370021564209444,2.5,1533564304418.0,CoffeeCup GmbH,1.0.1.10,100000152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
173,8.0,,,,,,,,,0.0,0.0,0.0,1.0,This intuitive Jira plugin is an all-in-one dashboard with daily work logs & performance reports for project managers & team leads,120.0,0.0,0.0,commercial,TeamLog: Time Tracking & Reporting Tool,Paid via Atlassian,Two,3.0,2.030545624680458,4.0,1505896935469.0,RMCSoft,1.3.1,1000031.0,1779.0,6000.0,15.0,4.0,4.0,4.0,0.0,0.0,,,,,,,,
174,19.0,2643.0,6175.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Track time of how long issues stayed in the specific status,0.0,0.0,0.0,commercial,Time in Status Lite,Paid via Atlassian,Three,0.0,0.0,0.0,1589883834358.0,SaaSJet,1.0.3-AC,1000003.0,,,,,,,,,,,,,,,,
175,32.0,,,,,,,,,-1.0,0.0,1.0,1.0,Track time on projects and tasks with your team. Turn it to smart reports that keep your clients or managers in the loop,963.0,0.0,0.0,commercial,Time Tracker for Jira,Paid via Atlassian,Two,0.0,0.0,0.0,1554459992657.0,Alpha Serve,3.8.9,300800910.0,626.0,1500.0,10.0,0.0,0.0,0.0,0.0,0.0,3820.0,9000.0,150.0,0.0,0.0,0.0,0.0,0.0
176,32.0,11636.0,35000.0,0.7,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,"Time management, project planning, priority management, personal effectiveness",39.0,0.0,0.0,atlassian-closed-source,Priority Matrix,Paid via Atlassian,Two,0.0,0.0,0.0,1593426400283.0,Geekminds,2.0.0,1000050.0,987.0,3150.0,10.0,0.0,0.0,0.0,0.0,0.0,8956.0,18000.0,175.0,0.0,0.0,0.0,0.0,0.0
177,25.0,22890.0,59475.0,10.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,1.0,1.0,"Start tracking instantly, recording time automatically and review timesheets visually. For Relaxing Times – Make it EasyTime",162.0,0.0,0.0,commercial,EasyTime – Automatic time tracking,Paid via Atlassian,Three,0.0,0.0,0.0,1593768796246.0,TechTime Initiative Group Limited,4.0.0-AC,4000000.0,4834.0,12000.0,10.0,0.0,0.0,0.0,0.0,0.0,15517.0,30000.0,1000.0,0.0,0.0,0.0,0.0,0.0
178,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,"Generate work log reports, aggregated from multiple Jira instances",98.0,0.0,0.0,commercial-free,Time Reports for Remote Jira,Free,Two,2.0,1.570835502833915,3.5,1591803311668.0,Rozdoum,1.0.1,100000101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,55.0,,,,,,,,,0.0,0.0,1.0,1.0,"Create scripts to integrate and sync data between Jira and Tempo for better collaboration, team organization and work automation",568.0,0.0,0.0,commercial-free,SIL Tempo Connector,Free,Two,1.0,1.475529529535195,4.0,1564610458844.0,Cprime,4.8.0.6,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,8.0,,,,,,,,,0.0,0.0,0.0,1.0,User Absence Management,79.0,0.0,0.0,commercial,A4J - Absence for Jira,Paid via Atlassian,Two,1.0,1.220365074374526,3.0,1573647525604.0,ease solutions Pte Ltd,1.3.3-1-JIRA8,1030300108.0,2159.0,9000.0,10.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,
181,14.0,,,,,,,,,1.0,0.0,0.0,1.0,"Record, track and organize your working hours in Jira and transfer them automatically to MOCO",145.0,0.0,0.0,commercial,MOCO Time Tracking for Jira,Paid via Atlassian,Two,0.0,0.0,0.0,1537957702689.0,Scolution GmbH & Co. KG,1.3.1,100200110.0,1068.0,2640.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
182,28.0,,,,,,,,,0.0,0.0,0.0,1.0,"Plugin to create/update Blue Ant activities or ToDos from Jira, work-time recording, % complete and remaining hours in Blue Ant",1136.0,0.0,0.0,commercial-free,Blue Ant plugin for work-time,Free,Two,4.0,2.208993904840618,4.0,1567010274668.0,proventis GmbH,1.6.0.13,100100700.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,,,,,,,,
183,16.0,,,,,,,,,-1.0,0.0,0.0,1.0,Painless programmable and ready to use Excel reporting. Use SIL® scripts to export anything you wish to Excel,447.0,0.0,0.0,commercial,SIL Excel Reporting,Paid via Atlassian,Two,0.0,0.0,0.0,1444953600000.0,Cprime,2.5.4-jira8,201.0,1460.0,3600.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
184,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Work more efficiently by entering time within Jira for Dovico Timesheet,7.0,0.0,0.0,commercial-free,Dovico Time Tracking for Jira,Free,Three,4.0,1.110580342518231,1.75,1422576000000.0,Dovico Software Inc.,1.0.0-AC,1000000.0,,,,,,,,,,,,,,,,
185,6.0,,,,,,,,,1.0,0.0,0.0,1.0,View Epic Sum/Hierarchy with rolled up estimates report for epics and track your issues with their time in status,68.0,0.0,0.0,commercial,Agile Tools – Epic Tree & Time in Status,Paid via Atlassian,Two,1.0,1.475529529535195,4.0,1601537245490.0,RVS,1.0.14,1001060.0,1423.0,4000.0,10.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,
186,11.0,,,,,,,,,-2.0,0.0,0.0,1.0,"Measure individual, team or project performance. Improve KPI's by continuous feedback and reviews",210.0,0.0,0.0,commercial,User KPI for Jira,Paid via Atlassian,Two,0.0,0.0,0.0,1531131446683.0,ADWEB Software,2.0.0,150.0,36.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
187,13.0,,,,,,,,,0.0,0.0,0.0,1.0,"This component allows to record the working day start and end time, mandatory on some countries like Spain",210.0,0.0,0.0,commercial-free,WorkDay Control for Jira,Free,Two,7.0,2.441682776165097,3.857142925262451,1557832887161.0,excentia,1.2.1,100200100.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,
188,12.0,,,,,,,,,2.0,0.0,0.0,1.0,Shows you how much worklog you entered today in Jira's top bar,67.0,0.0,0.0,commercial-free,Work Log Indicator,Free,Two,4.0,2.208993904840618,4.0,1589463795549.0,Kod Gemisi,1.0.0,1000000.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,,,,,,,,
189,9.0,,,,,,,,,-1.0,0.0,0.0,1.0,Log work for another user and clear remaining estimate when issue is resolved,735.0,0.0,0.0,commercial-free,Log Work Utilities,Free,Two,4.0,1.183681504968782,2.0,1445904000000.0,Gebsun,1.0.2,1000011.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,,,,,,,,
190,25.0,,,,,,,,,-2.0,0.0,0.0,1.0,"HR, leave & absence management for your Team",504.0,0.0,0.0,commercial,Calamari Connector for Jira,Free,Two,0.0,0.0,0.0,1520342564396.0,CHROBRUS,1.4.0,100400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
191,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,Automatic time tracking. Builds your timesheet without interrupting flow. Get effortlessly detailed reports & retain your privacy,0.0,0.0,0.0,commercial,Autonomous Time Keeping for Jira Cloud,Free,Three,1.0,1.0,1.0,1579177230198.0,WiseTime,1.0.2-AC,1000002.0,,,,,,,,,,,,,,,,
192,13.0,10281.0,30350.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"Understanding how issues move through workflows, their time in status, where they get stuck, and how long they sit idle",4.0,0.0,0.0,commercial,Issue analyzer for Jira,Paid via Atlassian,Three,0.0,0.0,0.0,1550586350967.0,55 Degrees AB,1.0.5-AC,1000005.0,,,,,,,,,,,,,,,,
193,11.0,,,,,,,,,0.0,0.0,0.0,1.0,Easy and functional time tracking tool using Jira native worklog features,237.0,0.0,0.0,commercial,Spectrum Timesheets,Paid via Atlassian,Two,0.0,0.0,0.0,1493301379867.0,SPECTRUM GROUPE,1.8,1000080.0,784.0,2000.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
194,4.0,3999.0,10775.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,View distribution of work logs amongst issues and team members at a glance,3.0,0.0,0.0,commercial,Work Log Visibility Plugin,Paid via Atlassian,Three,0.0,0.0,0.0,1558422795043.0,Novalab Teknoloji,1.0.2-AC,1000002.0,,,,,,,,,,,,,,,,
195,10.0,,,,,,,,,-1.0,0.0,0.0,1.0,restricted worklog,160.0,0.0,0.0,commercial,Gears worklog-restricted for Jira,Paid via Atlassian,Two,0.0,0.0,0.0,1515164552722.0,hktx.cn (汇科天下),1.2.0,1000060.0,2390.0,5000.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
196,9.0,,,,,,,,,0.0,0.0,0.0,1.0,Automatically plan team's work and get optimal deadlines,87.0,0.0,0.0,commercial,Bulk Planning,Free,Two,0.0,0.0,0.0,1558421093029.0,Globo Solutions,1.3.2,100300200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
197,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Track and analyze time spent with Jira issues. Automatic task switching, real-time monitoring and powerful productivity reports",3.0,0.0,0.0,commercial-free,JC360 for Jira,Free,Three,0.0,0.0,0.0,1557183356150.0,JobCTRL Inc.,1.0.0-AC,1000000.0,,,,,,,,,,,,,,,,
198,2.0,,,,,,,,,1.0,0.0,0.0,1.0,"Allows to monitor the time between changes in the fields of the issue: Status, Assignee, Priority, e.t., and also custom fields",23.0,0.0,0.0,asl,Time History,Paid via Atlassian,Two,2.0,1.796968276959556,4.0,1600433975761.0,SolaceIn,1.1.0,1000010.0,1452.0,5300.0,20.0,4.0,4.0,0.0,0.0,0.0,,,,,,,,
199,5.0,,,,,,,,,-1.0,0.0,0.0,1.0,"Insights from your team Work logs based on time reports with comprehensive charts by Projects, Issues, Users, Teams or JQL",66.0,0.0,0.0,commercial,Spectrum TimeReports,Paid via Atlassian,Two,0.0,0.0,0.0,1574256755023.0,SPECTRUM GROUPE,2.1,1000030.0,784.0,2000.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
200,2.0,,,,,,,,,0.0,0.0,0.0,1.0,"Load & capacity planning for teams or individuals: Epic phases or stories on a timeline, with planned vs actual start & end dates",36.0,0.0,0.0,commercial,Phases for Jira,Paid via Atlassian,Two,1.0,1.059079763788188,2.0,1547742694567.0,Sellegi,1.1,100100000.0,3126.0,15200.0,10.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,
201,1.0,,,,,,,,,1.0,0.0,0.0,1.0,Get your estimation done right. Follow scientific best practices. Streamline estimations with distributed teams,13.0,0.0,0.0,commercial,Quantum::Estimator for JIRA,Paid via Atlassian,Two,1.0,1.475529529535195,4.0,1594303242823.0,Datarocks,1.1.0,1000001.0,3484.0,13400.0,10.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,
202,8.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,Easy and intuitive Jira app for quick backlog estimation. A great alternative to planning poker game for any agile team,0.0,0.0,0.0,commercial-free,Magic Estimations,Free,Three,4.0,1.73756697984877,3.25,1604740773291.0,Tech-5,1.1.1-AC,1001001.0,,,,,,,,,,,,,,,,
203,11.0,17199.0,50650.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Time Tracking & Timesheet Reporting tool with issue timer and dashboard gadget for your worklogs,6.0,0.0,0.0,commercial,Pulse.Timesheet Plus with Time Tracking,Paid via Atlassian,Three,0.0,0.0,0.0,1549893920730.0,PulseKit,2.1.8-AC,2001008.0,,,,,,,,,,,,,,,,
204,1.0,7022.0,17325.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Visualise and track your entire program on a single page. Create levels of hierarchy above Epics and group issues with JQL,0.0,0.0,0.0,commercial,Program Tree - Extra Hierarchy for Jira,Paid via Atlassian,Three,1.0,1.475529529535195,4.0,1604981649813.0,Rhys Diab,1.5.3-AC,1005003.0,,,,,,,,,,,,,,,,
205,7.0,12568.0,23050.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Identify bottlenecks in your projects and sprints,7.0,0.0,0.0,commercial,Abacolla Issue Drill Down & Reporting,Paid via Atlassian,Three,0.0,0.0,0.0,1415750400000.0,SuperAktiv AS,1.0.10-AC,1000010.0,,,,,,,,,,,,,,,,
206,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,"Every issue has an Excel-like table. Making a spreadsheet and using a formula such as SUM, AVERAGE, and COUNT is easier than ever",0.0,0.0,0.0,commercial,Excel-like Tables for Jira,Free,Three,0.0,0.0,0.0,1603903119561.0,"Ricksoft, Inc.",1.0.1-AC,1000001.0,,,,,,,,,,,,,,,,
207,38.0,,,,,,,,,1.0,0.0,1.0,1.0,Configure SLA Alerts for breaching and breached SLA's and manage which breaches you want to receive notifications for,422.0,0.0,0.0,asl,SLA Alerts Lite for Jira Service Desk,Free,Two,2.0,1.570835502833915,3.5,1580234803052.0,Yiraphic,1.3.3,100300301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,0.0,,,,,,,,,0.0,0.0,1.0,1.0,Estimate more accurately in a time efficient manner. Estimator - all that's needed for accurate estimates and efficient planning,17.0,0.0,0.0,commercial,Estimator for Jira Estimation & Planning,Paid via Atlassian,Two,0.0,0.0,0.0,1605618724052.0,DSPlugins,1.0.4,1000061.0,484.0,1500.0,10.0,0.0,0.0,0.0,0.0,0.0,4976.0,10000.0,130.0,0.0,0.0,0.0,0.0,0.0
209,5.0,,,,,,,,,0.0,0.0,0.0,1.0,Manage your Timesheet directly from your Dashboard! Powerful timesheet visualisation and edition from user's dashboard,108.0,0.0,0.0,commercial,Time Tracking and Logging from Dashboard,Paid via Atlassian,Two,1.0,1.475529529535195,4.0,1534512833293.0,MCasmadin,8.2.2.0,1000020.0,723.0,3000.0,10.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,
210,1.0,17057.0,50500.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Sprint Planning, Retrospective, Time tracking, Time report generation",3.0,0.0,0.0,commercial-free,Sprint helper toolkit,Paid via Atlassian,Three,1.0,1.475529529535195,4.0,1549212000582.0,RAJYS,1.0.2-AC,1000002.0,,,,,,,,,,,,,,,,
211,1.0,,,,,,,,,0.0,0.0,0.0,1.0,Timesheet and work-log reports,2.0,0.0,0.0,commercial,Timesheet for Jira,Paid via Atlassian,Two,0.0,0.0,0.0,1604767920909.0,i4ware Software,1.0.1,1000010.0,3484.0,13400.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
212,2.0,,,,,,,,,-1.0,0.0,0.0,1.0,Optimize time tracking processes by automatically logging hours for employee's absence,51.0,0.0,0.0,commercial-free,Absence Tracking for Jira,Paid via Atlassian,Two,0.0,0.0,0.0,1567777854278.0,Rozdoum,1.0.2,100000200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
213,0.0,,,,,,,,,0.0,0.0,0.0,1.0,New version: ⠀⠀  https://bitly.com/atl_app ⠀⠀ Resource Planning & Time Tracking,11026.0,0.0,0.0,commercial,ActivityTimeline (Legacy Edition),Paid via Vendor,None,71.0,3.510216001726512,3.957746505737305,1340773200000.0,Reliex,7.5,700500000.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,
214,3.0,66497.0,200000.0,10.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,Guesswork seldom works! Game ahead with USeP Estimates,0.0,0.0,0.0,commercial,USeP - User Story to effort Predictor,Paid via Atlassian,Three,0.0,0.0,0.0,1601286664312.0,Amrut Software Pvt Ltd,1.3.0-AC,1003000.0,,,,,,,,,,,,,,,,
215,2.0,16624.0,50000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Tempo Notification Worklog Reminders,0.0,0.0,0.0,commercial,Boomslang,Paid via Atlassian,Three,0.0,0.0,0.0,1583754519632.0,Montrose Software,1.0.7-AC,1000007.0,,,,,,,,,,,,,,,,
216,1.0,10280.0,30350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Smart time reports and projects/sprints summary view,0.0,0.0,0.0,atlassian-closed-source,CB Time Report,Paid via Atlassian,Three,0.0,0.0,0.0,1581492384847.0,Citrusbits Inc.,1.1.1-AC,1001001.0,,,,,,,,,,,,,,,,
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,This app will save you time by calculating the time your team spends in sprint and delivering a report to an email address,0.0,0.0,0.0,atlassian-closed-source,Simple Time Tracker Report for Jira,Free,Three,0.0,0.0,0.0,1605610117857.0,simplereport.technology,1.0.370-AC,1000370.0,,,,,,,,,,,,,,,,
218,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,Time tracking and project budget management across systems made a piece of cake,0.0,0.0,0.0,commercial,Manday,Free,Three,1.0,1.475529529535195,4.0,1604740533907.0,Sense4code s.r.o.,1.1.3-AC,1001003.0,,,,,,,,,,,,,,,,
219,1.0,51402.0,151750.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Get an accurate look at you past workweeks,0.0,0.0,0.0,atlassian-closed-source,TaskPro,Paid via Atlassian,Three,0.0,0.0,0.0,1575482874794.0,Sioux Group,2.2.1-AC,2002001.0,,,,,,,,,,,,,,,,
220,0.0,,,,,,,,,0.0,0.0,0.0,1.0,Assistant to help manage your 'wibbily wobbly timey wimey' for Jira,946.0,0.0,0.0,gpl,Gallifrey - Time Tracking Assistant,Free,None,1.0,1.475529529535195,4.0,1401753600000.0,Chris Blyth,3.6.0,300600000.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,
221,1.0,30840.0,91050.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Summarize the worklogs in search period,0.0,0.0,0.0,asl,WLR,Paid via Atlassian,Three,0.0,0.0,0.0,1587323631715.0,Lonely Software,1.0.5-AC,1000005.0,,,,,,,,,,,,,,,,
222,0.0,,,,,,,,,0.0,0.0,0.0,1.0,Hassle-free time tracking for Jira - Because timesheets suck,8844.0,0.0,0.0,commercial,Worklog Assistant (time tracking),Paid via Vendor,None,24.0,2.872209313658738,3.666666746139526,1242536400000.0,Fizz Buzz Inc.,2.1.8-r583f97b,2001003649.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,3.0,,,,,,,,
223,1.0,,,,,,,,,0.0,0.0,0.0,1.0,"RM supports Leader of Project, Department or authorized people can manage the using of resources in projects",52.0,0.0,0.0,commercial,Flexi Resources Management,Paid via Atlassian,Two,0.0,0.0,0.0,1547739334846.0,FSOFT - FPT Software,1.0.0,100000010.0,1262.0,3040.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
224,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,#1 Project Time Tracking Solution for Jira. Trusted by thousands of companies across 70+ countries for their time tracking needs,0.0,0.0,0.0,commercial,Replicon Time Tracking for Jira,Free,None,9.0,2.713415450110088,4.0,1526301603296.0,Replicon Inc,1.0.0,1000000.0,,,,,,,,,,,,,,,,
225,1.0,,,,,,,,,0.0,0.0,0.0,1.0,Convert worklogs and reports between Hours and Man Days M/D in Tempo timesheets and Tempo budget,14.0,0.0,0.0,commercial,Hours to Man Days for Tempo,Paid via Atlassian,Two,0.0,0.0,0.0,1595339226660.0,Mind-Mercatis,1.0.4,1000000.0,50.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Digital meeting board for your agile stand-ups. NOTE: this is a paid app currently pending Atlassian pricing review,0.0,0.0,0.0,commercial,Kamba your Agile Standup Board,Free,Three,0.0,0.0,0.0,1604998302598.0,THALES,1.0.5-AC,1000005.0,,,,,,,,,,,,,,,,
227,3.0,34779.0,101750.0,10.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,Easy time tracking and scheduling,0.0,0.0,0.0,commercial,Mirhai Timesheets for Jira,Paid via Atlassian,Three,0.0,0.0,0.0,1601283330011.0,Mirhai Inc.,1.1.1-AC,1001001.0,,,,,,,,,,,,,,,,
228,1.0,,,,,,,,,-1.0,0.0,0.0,1.0,Reliable and easy: Log your time in Jira and SAP simultaneously without having to switch platforms,0.0,0.0,0.0,commercial,it.JCATS - SAP Worklogs with Jira,Paid via Vendor,None,0.0,0.0,0.0,1597739111067.0,acocon GmbH - business division greenique,1.1,100100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
229,0.0,25244.0,75350.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Wage calculation based on worklogs - made easy,0.0,0.0,0.0,commercial,WageLog,Paid via Atlassian,Three,0.0,0.0,0.0,1586954085010.0,JonDos GmbH,1.0.0-AC,1000000.0,,,,,,,,,,,,,,,,
230,2.0,,,,,,,,,1.0,0.0,0.0,1.0,Speed up and formalize you Project and Time Management,29.0,0.0,0.0,commercial,Estimate: Project Analysis Tool,Paid via Atlassian,Two,0.0,0.0,0.0,1537880914410.0,RMCSoft,1.0.2,1000010.0,2052.0,7500.0,20.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
231,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Monitor organisation performance against strategic goals with real-time ServiceClarity KPI reporting tools,366.0,0.0,0.0,commercial,Executive KPI Reporting for Jira,Paid via Vendor,None,1.0,1.475529529535195,4.0,1553608004078.0,ServiceClarity for JIRA,1.1,4000001176010.0,,,,,,,,,,,,,,,,
232,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,Jira in spreadsheets: the solution for your reporting pains,0.0,0.0,1.0,commercial-free,Jira Cloud for Google Sheets (Official),Free,None,4.0,1.882677764145362,3.5,1553719581518.0,Atlassian,1.0.0,1000000.0,,,,,,,,,,,,,,,,
233,1.0,25703.0,75875.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Build a custom JIRA Data Connector to import issues in Microstrategy,11.0,0.0,0.0,commercial,Microstrategy Connector for Jira,Paid via Vendor,Two,0.0,0.0,0.0,1602679489615.0,PLUGM,1.0.1-SNAPSHOT,1000020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
234,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,Fully automatic time tracking – timeBro automatically captures all your computer activities & exports your time tracking to Jira,0.0,0.0,0.0,commercial,timeBro,Paid via Vendor,None,4.0,2.208993904840618,4.0,1562034608368.0,timeBro,1.0.0,300000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
235,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Bring Jira and Harvest together! How is your project going against budget? Burning fast or slow? Find out in easy to read graphs,0.0,0.0,0.0,commercial,Projectt,Paid via Vendor,None,2.0,1.796968276959556,4.0,1559547604071.0,RedAnt,1.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
236,0.0,,,,,,,,,0.0,0.0,1.0,1.0,Put on your business socks and enjoy timesheets without any hassle,23.0,0.0,0.0,asl,Business Time for Jira,Paid via Atlassian,Two,0.0,0.0,0.0,1561698909477.0,CTO Kit,1.0.1,1000000.0,7745.0,30000.0,10.0,0.0,0.0,0.0,0.0,0.0,16500.0,60000.0,800.0,0.0,0.0,0.0,0.0,0.0
237,0.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,"Chronos Timetracker - Desktop client for JIRA.  Track time, upload automatic and  manual worklogs without a hassle",0.0,0.0,0.0,bsd,Timetracker - Time tracking jira client,Free,None,5.0,2.060349837112407,3.599999904632568,1512523153472.0,WebPal,1.0.0,200400000.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,
