,Mean Absolute Error,Mean Squared Error,Series Name
0,2.238239223591639e-13,7.393328379796419e-25,Linear_regression
1,1.9141717840417034e-11,1.5092887411775723e-21,SVM-linear
2,6.061999999999998,513.3609266666668,Random forest
